,ALAND,AWATER,BLKGRPCE,COUNTYFP,FUNCSTAT,GEOID,GEOID_Data,H01B25002e1,H01B25002e2,H01B25002e3,H02B25024e1,H02B25024e10,H02B25024e11,H02B25024e2,H02B25024e3,H02B25024e4,H02B25024e5,H02B25024e6,H02B25024e7,H02B25024e8,H02B25024e9,H03B25033e1,H03B25033e10,H03B25033e11,H03B25033e12,H03B25033e13,H03B25033e2,H03B25033e3,H03B25033e4,H03B25033e5,H03B25033e6,H03B25033e7,H03B25033e8,H03B25033e9,H04B25034e1,H04B25034e10,H04B25034e11,H04B25034e2,H04B25034e3,H04B25034e4,H04B25034e5,H04B25034e6,H04B25034e7,H04B25034e8,H04B25034e9,H04B25035e1,H04B25037e1,H04B25037e2,H04B25037e3,H05B25017e1,H05B25017e10,H05B25017e2,H05B25017e3,H05B25017e4,H05B25017e5,H05B25017e6,H05B25017e7,H05B25017e8,H05B25017e9,H05B25018e1,H05B25019e1,H05B25021e1,H05B25021e2,H05B25021e3,H05B25022e1,H05B25022e2,H05B25022e3,H06B25041e1,H06B25041e2,H06B25041e3,H06B25041e4,H06B25041e5,H06B25041e6,H06B25041e7,H06B25042e10,H06B25042e11,H06B25042e12,H06B25042e13,H06B25042e14,H06B25042e15,H06B25042e3,H06B25042e4,H06B25042e5,H06B25042e6,H06B25042e7,H06B25042e8,H06B25042e9,H07B25003Ae1,H07B25003Ae2,H07B25003Ae3,H07B25003Be1,H07B25003Be2,H07B25003Be3,H07B25003Ce1,H07B25003Ce2,H07B25003Ce3,H07B25003De1,H07B25003De2,H07B25003De3,H07B25003Ee1,H07B25003Ee2,H07B25003Ee3,H07B25003Fe1,H07B25003Fe2,H07B25003Fe3,H07B25003Ge1,H07B25003Ge2,H07B25003Ge3,H07B25003He1,H07B25003He2,H07B25003He3,H07B25003Ie1,H07B25003Ie2,H07B25003Ie3,H07B25003e1,H07B25003e2,H07B25003e3,H07B25007e10,H07B25007e11,H07B25007e13,H07B25007e14,H07B25007e15,H07B25007e16,H07B25007e17,H07B25007e18,H07B25007e19,H07B25007e20,H07B25007e21,H07B25007e3,H07B25007e4,H07B25007e5,H07B25007e6,H07B25007e7,H07B25007e8,H07B25007e9,H07B25010e1,H07B25010e2,H07B25010e3,H08B25008e1,H08B25008e2,H08B25008e3,H09B25004e1,H09B25004e2,H09B25004e3,H09B25004e4,H09B25004e5,H09B25004e6,H09B25004e7,H09B25004e8,H10B25006e1,H10B25006e2,H10B25006e3,H10B25006e4,H10B25006e5,H10B25006e6,H10B25006e7,H10B25006e8,H11B25038e1,H11B25038e10,H11B25038e11,H11B25038e12,H11B25038e13,H11B25038e14,H11B25038e15,H11B25038e2,H11B25038e3,H11B25038e4,H11B25038e5,H11B25038e6,H11B25038e7,H11B25038e8,H11B25038e9,H11B25039e1,H11B25039e2,H11B25039e3,H12B25044e1,H12B25044e10,H12B25044e11,H12B25044e12,H12B25044e13,H12B25044e14,H12B25044e15,H12B25044e2,H12B25044e3,H12B25044e4,H12B25044e5,H12B25044e6,H12B25044e7,H12B25044e8,H12B25044e9,H12B25046e1,H12B25046e2,H12B25046e3,H13B25040e1,H13B25040e10,H13B25040e2,H13B25040e3,H13B25040e4,H13B25040e5,H13B25040e6,H13B25040e7,H13B25040e8,H13B25040e9,H14B25016e1,H14B25016e11,H14B25016e16,H14B25016e2,H14B25016e7,H14B25043e16,H14B25043e7,H14B25053e4,H14B25053e7,H15B25014e1,H15B25014e10,H15B25014e11,H15B25014e12,H15B25014e13,H15B25014e2,H15B25014e3,H15B25014e4,H15B25014e5,H15B25014e6,H15B25014e7,H15B25014e8,H15B25014e9,H16B25075e1,H16B25075e10,H16B25075e11,H16B25075e12,H16B25075e13,H16B25075e14,H16B25075e15,H16B25075e16,H16B25075e17,H16B25075e18,H16B25075e19,H16B25075e2,H16B25075e20,H16B25075e21,H16B25075e22,H16B25075e23,H16B25075e24,H16B25075e25,H16B25075e26,H16B25075e27,H16B25075e3,H16B25075e4,H16B25075e5,H16B25075e6,H16B25075e7,H16B25075e8,H16B25075e9,H16B25076e1,H16B25077e1,H16B25078e1,H16B25079e1,H16B25083e1,H17B25085e1,H17B25085e10,H17B25085e11,H17B25085e12,H17B25085e13,H17B25085e14,H17B25085e15,H17B25085e16,H17B25085e17,H17B25085e18,H17B25085e19,H17B25085e2,H17B25085e20,H17B25085e21,H17B25085e22,H17B25085e23,H17B25085e24,H17B25085e25,H17B25085e26,H17B25085e27,H17B25085e3,H17B25085e4,H17B25085e5,H17B25085e6,H17B25085e7,H17B25085e8,H17B25085e9,H17B25086e1,H18B25081e1,H18B25081e2,H18B25081e4,H18B25081e5,H18B25081e6,H18B25081e7,H18B25081e8,H18B25082e1,H18B25082e2,H18B25082e3,H19B25087e1,H19B25087e10,H19B25087e11,H19B25087e12,H19B25087e13,H19B25087e14,H19B25087e15,H19B25087e16,H19B25087e17,H19B25087e18,H19B25087e19,H19B25087e2,H19B25087e20,H19B25087e21,H19B25087e22,H19B25087e23,H19B25087e24,H19B25087e25,H19B25087e26,H19B25087e27,H19B25087e28,H19B25087e29,H19B25087e3,H19B25087e30,H19B25087e31,H19B25087e32,H19B25087e33,H19B25087e34,H19B25087e35,H19B25087e36,H19B25087e37,H19B25087e38,H19B25087e39,H19B25087e4,H19B25087e5,H19B25087e6,H19B25087e7,H19B25087e8,H19B25087e9,H19B25088e1,H19B25088e2,H19B25088e3,H19B25089e1,H19B25089e2,H19B25089e3,H20B25091e1,H20B25091e10,H20B25091e11,H20B25091e12,H20B25091e13,H20B25091e14,H20B25091e15,H20B25091e16,H20B25091e17,H20B25091e18,H20B25091e19,H20B25091e2,H20B25091e20,H20B25091e21,H20B25091e22,H20B25091e23,H20B25091e3,H20B25091e4,H20B25091e5,H20B25091e6,H20B25091e7,H20B25091e8,H20B25091e9,H20B25092e1,H20B25092e2,H20B25092e3,H21B25056e2,H21B25057e1,H21B25058e1,H21B25059e1,H21B25060e1,H21B25061e1,H21B25062e1,H22B25063e10,H22B25063e11,H22B25063e12,H22B25063e13,H22B25063e14,H22B25063e15,H22B25063e16,H22B25063e17,H22B25063e18,H22B25063e19,H22B25063e2,H22B25063e20,H22B25063e21,H22B25063e22,H22B25063e23,H22B25063e24,H22B25063e25,H22B25063e26,H22B25063e27,H22B25063e3,H22B25063e4,H22B25063e5,H22B25063e6,H22B25063e7,H22B25063e8,H22B25063e9,H22B25064e1,H22B25065e1,H23B25070e1,H23B25070e10,H23B25070e11,H23B25070e2,H23B25070e3,H23B25070e4,H23B25070e5,H23B25070e6,H23B25070e7,H23B25070e8,H23B25070e9,INTPTLAT,INTPTLON,MTFCC,NAMELSAD,OBJECTID,STATEFP,Shape__Area,Shape__Length,TRACTCE
20,488673,0,2,059,S,060590636012,15000US060590636012,412,412,0,412,0,0,344,10,0,0,0,21,37,0,1049,0,149,0,0,538,538,0,0,0,0,511,362,412,17,0,0,0,0,0,10,15,49,321,1956,1956,1955.0,1957.0,412,9,8,0,29,62,124,95,37,48,5.4,2275,5.4,5.9,4.4,2275.0,1538.0,737.0,412,8,29,62,236,77,0,8,29,52,68,7,0,0,0,10,168,70,0,164,336,229,107,0,0,0,7,0,7,19,19,0,0,0,0,42,0,42,8,0,8,263,176,87,101,53,48,412,248,164,9,8,0,103,36,0,0,0,25,0,0,0,22,73,58,18,31,29,2.55,2.17,3.12,1049,538,511,0,0,0,0,0,0,0,0,412,336,0,7,19,0,42,8,412,29,62,0,50,15,8,248,22,10,65,65,60,26,164,2008.0,2006.0,2015.0,412,8,37,40,48,0,31,248,0,37,84,48,60,19,164,1100.0,684.0,416.0,412,30,296,0,76,0,0,0,10,0,412,164,0,248,0,0,0,0,0,412,77,21,0,0,248,210,38,0,0,0,164,66,248,0,9,0,0,0,0,0,0,0,0,9,0,10,46,95,69,10,0,0,0,0,0,0,0,0,0,473900.0,631600.0,811600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,248,211,0,0,0,211,37,151789100.0,131419100.0,20370000.0,248,0,0,17,0,35,29,17,10,17,60,211,37,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,17,0,2222.0,2474.0,512.0,635400.0,603500.0,31900.0,248,12,41,0,37,30,7,0,0,0,0,211,0,0,0,0,48,9,37,10,10,27,17,19.1,25.8,9.0,156,1735.0,2125.0,2500.0,313700.0,0,,0,0,0,0,0,0,0,8,0,0,156,8,0,49,52,39,0,0,8,0,0,0,0,0,0,0,2125.0,330000.0,164,28,8,0,31,0,61,7,0,8,21,+33.6475670,-117.9348143,G5030,Block Group 2,1215,06,707002.64453125,4618.91120720915,063601
21,160457,0,3,059,S,060590636013,15000US060590636013,315,315,0,315,0,0,19,265,0,10,10,0,0,11,765,0,45,0,0,492,461,21,10,0,0,273,228,315,0,0,0,0,10,11,16,235,34,9,1975,1975,1975.0,1970.0,315,0,0,0,0,74,109,112,10,10,5.3,1663,5.3,5.4,5.1,1663.0,1315.0,348.0,315,0,0,103,212,0,0,0,0,19,49,0,0,0,0,84,163,0,0,68,306,238,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,281,230,51,25,8,17,315,247,68,28,9,0,19,24,25,0,0,0,0,0,0,8,16,117,28,31,10,2.43,1.99,4.01,765,492,273,0,0,0,0,0,0,0,0,315,306,0,0,0,0,0,9,315,8,0,27,33,0,0,247,9,37,46,78,30,47,68,2007.0,2006.0,2010.0,315,0,0,52,16,0,0,247,9,83,126,18,11,0,68,585.0,433.0,152.0,315,29,250,8,28,0,0,0,0,0,315,68,0,247,0,0,0,0,0,315,44,0,0,0,247,217,30,0,0,0,68,24,247,0,0,0,0,0,0,0,0,0,0,0,0,10,84,143,10,0,0,0,0,0,0,0,0,0,0,461600.0,551600.0,659500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,247,192,0,22,0,170,55,132424000.0,101054000.0,31370000.0,247,0,0,0,10,10,66,87,10,0,9,192,55,0,0,0,0,0,0,0,0,0,0,9,18,8,0,10,10,0,0,0,0,0,0,0,0,0,0,2367.0,2557.0,806.0,538300.0,489800.0,48600.0,247,0,28,0,55,19,8,10,0,0,18,192,0,0,0,0,19,21,0,87,17,20,0,22.7,23.2,15.3,61,2082.0,2256.0,2429.0,131000.0,0,,0,0,0,0,0,0,0,0,0,0,61,0,0,8,44,9,0,0,7,0,0,0,0,0,0,0,2256.0,141800.0,68,0,7,0,0,25,17,0,8,0,11,+33.6455814,-117.9434765,G5030,Block Group 3,1216,06,232134.95703125,1972.1569290477,063601
22,485775,0,1,059,S,060590636041,15000US060590636041,482,482,0,482,0,0,101,0,34,86,0,86,43,132,1667,521,891,0,0,214,214,0,0,0,0,1453,41,482,29,12,59,35,8,10,56,36,157,80,1968,1968,1962.0,1968.0,482,9,37,0,159,141,81,26,29,0,3.8,1923,3.8,5.1,3.6,1923.0,361.0,1562.0,482,37,141,168,81,26,29,37,141,155,54,0,29,0,0,13,27,26,0,416,212,40,172,0,0,0,13,0,13,32,26,6,0,0,0,225,0,225,0,0,0,146,40,106,304,0,304,482,66,416,9,17,25,89,54,156,0,0,31,17,44,0,13,9,18,0,0,0,3.46,3.24,3.49,1667,214,1453,0,0,0,0,0,0,0,0,482,212,0,13,32,0,225,0,482,35,103,94,149,35,0,66,17,0,22,9,0,18,416,2011.0,2011.0,2011.0,482,55,127,209,25,0,0,66,0,9,40,17,0,0,416,760.0,140.0,620.0,482,84,257,0,141,0,0,0,0,0,482,416,0,66,0,0,0,0,0,482,190,59,25,37,66,31,35,0,0,0,416,105,66,0,0,0,0,0,0,0,0,0,0,0,0,9,0,39,18,0,0,0,0,0,0,0,0,0,0,548100.0,653800.0,770800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,66,57,0,0,0,57,9,,,,66,0,0,0,0,0,18,17,13,9,0,57,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676.0,2809.0,,,,,66,0,27,0,9,9,0,0,0,0,0,57,0,0,0,0,0,0,17,13,0,0,0,22.7,24.4,,416,1176.0,1422.0,1769.0,613600.0,0,,0,0,0,0,17,0,0,0,0,0,416,111,50,187,13,0,29,0,0,9,0,0,0,0,0,0,1556.0,653800.0,416,148,29,28,12,34,36,28,40,27,34,+33.6379091,-117.9340825,G5030,Block Group 1,1220,06,702654.6953125,3875.97794923857,063604
23,715930,0,2,059,S,060590636042,15000US060590636042,1134,1055,79,1134,390,9,267,63,13,39,47,70,173,63,2708,94,914,19,0,1236,712,0,0,494,30,1472,445,1134,39,8,55,16,38,177,66,378,251,106,1974,1975,1978.0,1973.0,1134,11,40,19,333,276,182,119,86,68,4.1,5050,4.2,5.3,3.4,4760.0,2874.0,1886.0,1134,40,234,553,178,109,20,40,200,200,58,7,20,0,8,300,120,102,0,525,870,496,374,0,0,0,0,0,0,66,23,43,0,0,0,104,11,93,15,0,15,748,469,279,220,38,182,1055,530,525,43,8,23,201,139,22,20,20,100,0,0,21,11,23,61,75,94,194,2.57,2.33,2.8,2708,1236,1472,79,26,0,0,0,0,0,53,1055,870,0,0,66,0,104,15,1055,13,149,233,62,40,28,530,11,28,202,214,66,9,525,2011.0,2009.0,2013.0,1055,15,230,220,32,28,0,530,8,211,233,44,13,21,525,1844.0,966.0,878.0,1055,136,719,14,163,23,0,0,0,0,1055,525,0,530,0,15,0,0,9,1055,282,68,25,0,530,387,137,0,6,0,525,150,530,36,9,56,25,0,45,0,25,23,0,0,22,0,0,102,87,0,0,0,0,11,0,34,8,0,47,59000.0,121700.0,638500.0,,72500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,530,234,41,21,0,172,296,164116000.0,127021000.0,37095000.0,530,0,0,17,11,15,80,38,27,17,11,234,296,11,28,0,48,27,0,0,0,7,0,0,0,9,78,35,29,8,16,0,0,0,0,0,9,9,0,1110.0,2350.0,923.0,765900.0,555900.0,209900.0,530,0,42,0,296,124,15,20,26,9,16,234,8,26,52,0,0,23,18,67,46,38,0,23.5,26.0,17.3,525,1303.0,1508.0,1818.0,825700.0,26,,0,0,0,0,11,0,0,0,0,19,525,4,202,194,88,0,0,7,0,0,0,0,0,0,0,0,1568.0,870900.0,525,127,6,0,24,28,133,124,33,27,23,+33.6386121,-117.9396628,G5030,Block Group 2,1221,06,1035578.00390625,4264.05311608819,063604
24,161956,0,1,059,S,060590636051,15000US060590636051,401,380,21,401,0,0,91,37,54,21,52,71,15,60,1536,332,617,0,0,92,92,0,0,0,0,1444,495,401,0,0,0,0,0,7,7,83,219,85,1965,1965,,1965.0,401,0,17,24,23,248,39,50,0,0,4.1,1621,4.1,,4.0,,,,401,17,40,273,28,43,0,17,40,252,28,20,0,0,0,0,0,23,0,357,185,0,185,0,0,0,0,0,0,8,0,8,0,0,0,180,23,157,7,0,7,99,0,99,273,23,250,380,23,357,0,0,49,136,82,65,0,9,0,16,0,0,0,0,23,0,0,0,4.04,4.0,4.04,1536,92,1444,21,21,0,0,0,0,0,0,380,185,0,0,8,0,180,7,380,0,65,160,67,65,0,23,0,0,0,23,0,0,357,2011.0,,2011.0,380,0,106,135,77,39,0,23,0,0,0,23,0,0,357,,,,380,183,73,0,124,0,0,0,0,0,380,357,8,23,0,9,0,0,9,380,124,108,15,24,23,0,23,0,0,0,357,86,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,23,0,0,0,23,0,,,,23,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,23,0,23,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,,,,357,1326.0,1587.0,1851.0,526900.0,21,,0,0,0,0,0,0,0,0,0,0,357,40,54,208,39,0,0,0,0,0,0,0,0,16,0,0,1665.0,560200.0,357,101,7,0,29,28,58,16,42,61,15,+33.6415735,-117.9297892,G5030,Block Group 1,1222,06,234282.6875,1935.89662239452,063605
25,549540,0,2,059,S,060590636052,15000US060590636052,597,577,20,597,43,0,86,31,39,156,92,73,0,77,1579,417,676,140,0,274,181,93,0,0,0,1305,72,597,0,0,10,17,38,15,35,84,314,84,1967,1967,1966.0,1967.0,597,0,32,5,239,131,127,42,11,10,3.7,2327,3.7,5.4,3.4,2267.0,607.0,1660.0,597,32,195,241,110,8,11,32,195,198,43,0,0,0,0,23,67,8,11,468,486,86,400,0,0,0,0,0,0,15,15,0,0,0,0,61,8,53,15,0,15,316,61,255,238,33,205,577,109,468,7,11,33,134,115,76,30,32,21,7,20,0,23,30,24,8,0,6,2.74,2.51,2.79,1579,274,1305,20,0,0,0,0,0,0,20,577,486,0,0,15,0,61,15,577,23,59,284,57,38,7,109,0,22,17,44,8,18,468,2012.0,2006.0,2012.0,577,40,154,203,65,6,0,109,0,30,60,6,13,0,468,999.0,220.0,779.0,577,107,303,7,160,0,0,0,0,0,577,468,0,109,0,0,0,0,20,577,300,31,0,13,109,71,38,0,0,0,468,124,109,0,0,0,0,0,0,0,0,0,0,0,0,16,0,58,35,0,0,0,0,0,0,0,0,0,0,548500.0,665900.0,805400.0,68810000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,109,109,0,15,0,94,0,68810000.0,68810000.0,,109,0,0,0,11,16,24,8,19,13,18,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2719.0,2719.0,,306000.0,306000.0,,109,0,15,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,25,30,14,14,11,24.9,24.9,,462,1334.0,1488.0,1936.0,766400.0,0,,0,0,0,0,0,0,0,0,0,0,462,53,105,184,77,43,0,0,6,0,0,0,0,0,0,0,1698.0,801500.0,468,236,6,16,42,15,60,58,8,14,13,+33.6375103,-117.9252311,G5030,Block Group 2,1223,06,794877.5078125,4493.65466100866,063605
26,323943,0,3,059,S,060590636053,15000US060590636053,463,463,0,463,76,0,5,41,0,277,31,33,0,0,2135,1414,174,224,0,213,73,7,54,79,0,1922,110,463,7,9,0,0,50,16,89,29,161,102,1967,1967,1987.0,1965.0,463,5,6,45,95,241,54,17,0,0,3.9,1762,3.9,4.8,3.8,1762.0,311.0,1451.0,463,6,138,254,65,0,0,6,138,230,28,0,0,0,0,24,37,0,0,402,266,46,220,0,0,0,0,0,0,0,0,0,8,0,8,189,15,174,0,0,0,57,35,22,398,26,372,463,61,402,6,0,19,60,142,109,27,14,31,0,0,0,4,15,16,0,13,7,4.61,3.49,4.78,2135,213,1922,0,0,0,0,0,0,0,0,463,266,0,0,0,8,189,0,463,12,22,179,115,70,4,61,0,8,4,36,7,6,402,2010.0,2005.0,2010.0,463,19,53,302,28,0,0,61,0,7,15,28,11,0,402,906.0,165.0,741.0,463,209,126,0,128,0,0,0,0,0,463,402,0,61,7,0,7,7,0,463,152,175,49,12,61,18,43,0,0,0,402,14,61,11,0,7,0,0,0,0,0,0,0,0,0,6,7,22,0,0,0,8,0,0,0,0,0,0,0,,492900.0,667600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,61,28,0,13,0,15,33,66740000.0,14375000.0,52365000.0,61,0,0,6,0,0,4,0,5,13,0,28,33,0,11,0,0,0,0,0,0,0,0,7,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,1087.0,3400.0,679.0,100900.0,79400.0,21500.0,61,0,0,0,33,11,7,0,0,8,7,28,0,0,0,0,0,13,0,5,0,4,6,14.9,21.0,13.9,402,1131.0,1434.0,1703.0,542300.0,0,,0,0,0,0,0,0,0,0,7,39,402,65,104,187,0,0,0,0,0,0,0,0,0,0,0,0,1466.0,575900.0,402,164,0,20,0,41,27,38,34,31,47,+33.6361313,-117.9297228,G5030,Block Group 3,1224,06,468550.32421875,2906.18393881515,063605
27,217142,0,1,059,S,060590637011,15000US060590637011,354,291,63,354,0,0,170,9,0,12,13,12,0,138,889,12,146,0,0,341,341,0,0,0,0,548,390,354,34,0,0,0,0,0,39,37,116,128,1961,1962,1956.0,1965.0,354,17,67,44,34,76,21,72,0,23,3.9,2185,4.2,6.2,3.3,2023.0,503.0,1520.0,354,67,91,63,65,28,40,37,91,30,39,0,17,0,0,0,26,28,23,214,218,67,151,0,0,0,0,0,0,33,0,33,0,0,0,26,3,23,14,7,7,90,25,65,161,45,116,291,77,214,0,0,0,30,9,30,0,7,101,37,0,0,18,0,31,14,14,0,3.05,4.43,2.56,889,341,548,63,63,0,0,0,0,0,0,291,218,0,0,33,0,26,14,291,14,34,109,44,13,0,77,0,0,25,0,22,30,214,2011.0,1994.0,2012.0,291,14,121,0,37,9,33,77,0,5,39,30,0,3,214,657.0,191.0,466.0,291,69,161,12,49,0,0,0,0,0,291,214,0,77,0,10,0,0,0,291,87,32,0,0,77,32,42,3,0,0,214,95,77,0,0,0,0,0,0,0,0,0,0,0,0,0,3,74,0,0,0,0,0,0,0,0,0,0,0,554900.0,619900.0,685000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,77,54,0,0,0,54,23,,,,77,0,0,0,0,12,18,14,0,3,7,54,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2097.0,2417.0,,,,,77,0,7,0,23,0,0,23,0,0,0,54,0,0,0,0,0,25,3,5,0,14,0,17.6,18.3,,214,288.0,,1625.0,183400.0,63,,0,13,0,12,0,0,0,0,0,0,214,10,12,62,0,7,0,0,0,0,0,0,13,41,25,19,,196100.0,214,29,0,0,0,0,30,68,49,38,0,+33.6470647,-117.9262440,G5030,Block Group 1,1225,06,314152.71875,2594.81223789517,063701
28,161131,0,3,059,S,060590637013,15000US060590637013,477,460,17,477,0,0,56,39,41,81,65,66,0,129,1738,474,906,0,0,141,88,0,53,0,0,1597,217,477,46,4,9,0,9,7,57,26,107,212,1959,1958,1986.0,1958.0,477,16,0,4,139,206,75,21,16,0,4.0,2006,4.0,6.9,3.9,1955.0,335.0,1620.0,477,0,98,283,96,0,0,0,81,272,57,0,0,0,0,11,39,0,0,410,233,39,194,0,0,0,0,0,0,26,0,26,0,0,0,177,11,166,24,0,24,172,39,133,238,11,227,460,50,410,0,7,0,145,97,88,54,2,0,12,12,0,25,0,11,0,0,7,3.78,2.82,3.9,1738,141,1597,17,17,0,0,0,0,0,0,460,233,0,0,26,0,177,24,460,9,87,182,93,32,7,50,9,0,16,11,14,0,410,2012.0,2010.0,2012.0,460,34,158,183,13,22,0,50,0,7,34,9,0,0,410,753.0,102.0,651.0,460,124,220,0,116,0,0,0,0,0,460,410,0,50,0,22,0,0,11,460,203,11,40,23,50,39,0,11,0,0,410,133,50,0,0,0,0,0,0,0,0,0,0,0,11,14,16,0,9,0,0,0,0,0,0,0,0,0,0,310700.0,400000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,39,0,7,0,32,11,,,,50,0,0,0,7,0,0,32,0,0,0,39,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2609.0,2695.0,,,,,50,9,0,0,11,0,0,0,0,0,0,39,0,0,11,0,0,16,0,14,0,0,0,23.2,21.3,,395,1290.0,1493.0,1843.0,607800.0,17,,0,0,0,0,0,0,0,0,17,23,395,39,53,208,46,0,9,0,15,0,0,0,0,0,0,0,1657.0,637500.0,410,173,22,0,23,28,50,28,7,38,41,+33.6516163,-117.9234155,G5030,Block Group 3,1226,06,233141.90625,2417.41164755492,063701
29,241164,0,4,059,S,060590637014,15000US060590637014,495,460,35,495,0,0,102,35,61,108,67,26,61,35,1949,756,770,0,0,227,227,0,0,0,0,1722,196,495,0,20,0,0,18,0,44,77,187,149,1964,1964,1959.0,1965.0,495,0,33,0,97,219,54,75,17,0,4.0,2039,4.1,5.9,3.9,1968.0,515.0,1453.0,495,33,74,267,57,64,0,16,56,267,19,12,0,0,0,0,38,52,0,370,266,90,176,0,0,0,0,0,0,19,0,19,0,0,0,158,0,158,17,0,17,96,67,29,336,23,313,460,90,370,0,12,59,96,93,71,22,23,6,0,0,0,0,49,0,0,0,29,4.24,2.52,4.65,1949,227,1722,35,35,0,0,0,0,0,0,460,266,0,0,19,0,158,17,460,53,57,134,61,43,22,90,0,23,30,0,14,23,370,2012.0,2011.0,2012.0,460,17,77,143,91,28,14,90,0,12,44,34,0,0,370,1026.0,202.0,824.0,460,163,213,12,72,0,0,0,0,0,460,370,0,90,0,0,0,0,0,460,212,70,41,16,90,90,0,0,0,0,370,31,90,0,0,0,0,0,0,0,0,0,0,0,0,12,0,37,23,18,0,0,0,0,0,0,0,0,0,570900.0,723000.0,951100.0,68950000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90,32,0,14,0,18,58,,,,90,0,0,0,0,14,18,0,0,0,0,32,58,0,0,0,11,0,0,0,0,0,0,12,0,12,0,0,0,0,0,23,0,0,0,0,0,0,0,1359.0,,,,,,90,0,0,0,58,23,0,0,0,0,0,32,0,0,35,0,0,0,32,0,0,0,0,18.4,,51.0,370,1537.0,1703.0,1870.0,609500.0,35,,0,0,0,0,0,0,0,16,0,6,370,9,9,291,39,0,0,0,0,0,0,0,0,0,0,0,1749.0,643700.0,370,82,5,0,22,0,45,41,49,74,52,+33.6497308,-117.9299022,G5030,Block Group 4,1227,06,348927.734375,2418.15694901507,063701
